folio,carbono_arboles_tpha,date_distance,measurement_date,veg_type_id,veg_type,type_code,ecosystem,num_pixels,num_masked_pixels,elev_mean,slope_mean,vcf_mean,hh_mean,hv_mean,lsmask_mean,lsmask_min,lsmask_max,num_images
19050,11.3289380677642791,-934,2005-03-09,38,Bosque de encino,BF,Bosques,108.0000000000000000,108.0000000000000000,1938.7777777777778000,18.1574074074074100,10.3611111111111100,0.07268716478672606000,0.01737704804494706600,0.00000000000000000000,0,0,1
57861,0.89023700298638147505,-796,2005-07-25,40,Bosque mesofilo de monta±a,THF,Bosques,15.0000000000000000,15.0000000000000000,1274.9333333333334000,19.6666666666666680,48.8666666666666700,0.06491878093282814000,0.02740256899454700600,0.00000000000000000000,0,0,1
46980,4.0114540707037541,-80,2007-07-11,19,Manglar,MG,Selvas,147.0000000000000000,146.0000000000000000,6.0884353741496600,0.68707482993197280000,49.6986301369863000,0.06204722843399288000,0.01657052333809564000,0.00000000000000000000,0,0,1
50081,40.1721581062276217,-77,2007-07-14,38,Bosque de encino,BF,Bosques,47.0000000000000000,47.0000000000000000,1298.1276595744680000,19.0425531914893600,49.3191489361702150,0.15968023510944998000,0.04693468092513148500,0.00000000000000000000,0,0,1
44176,30.8824924245977766,-128,2007-05-24,37,Bosque de pino-encino,CBF,Bosques,193.5000000000000000,193.5000000000000000,2676.6717787163332500,10.2757044935262760,38.8297272034895800,0.14367227707725610500,0.03441124624150202750,0.00000000000000000000,0,0,2
40993,62.6374950044561190,-985,2005-01-17,38,Bosque de encino,BF,Bosques,43.0000000000000000,43.0000000000000000,1149.8372093023256000,36.6511627906976760,66.7209302325581500,0.09967866065705230000,0.02912602158381423000,0.00000000000000000000,0,0,1
42428,6.4868639867410917,-926,2005-03-17,38,Bosque de encino,BF,Bosques,101.5000000000000000,101.5000000000000000,2395.3127453244053000,46.2827868852459000,33.2170399445855430,0.06028973142831987500,0.00988101870605445525,0.00000000000000000000,0,0,2
22573,5.1802645527463765,-598,2006-02-08,38,Bosque de encino,BF,Bosques,131.0000000000000000,131.0000000000000000,2553.8931297709923000,20.0916030534351150,30.4961832061068700,0.07435819411256299000,0.01730694058321282500,0.00000000000000000000,0,0,1
48546,10.3496102068577325,-46,2007-08-14,38,Bosque de encino,BF,Bosques,115.0000000000000000,115.0000000000000000,2282.0521739130436000,21.3391304347826070,22.2434782608695660,0.08657222072821114000,0.02361903557941944600,0.00000000000000000000,0,0,1
58646,17.3176848820301140,-799,2005-07-22,29,Selva baja subperennifolia,THF,Selvas,234.5000000000000000,234.5000000000000000,71.7788220551378450,3.4785714285714285,72.8101503759398500,0.07540846590038952500,0.02575780205489391500,0.00000000000000000000,0,0,2
51707,4.4851771033663242,-134,2007-05-18,27,Selva baja caducifolia,TDF,Selvas,82.0000000000000000,82.0000000000000000,813.5853658536586000,1.90243902439024380000,22.9756097560975620,0.08181732110126260000,0.01877503392597489000,0.00000000000000000000,0,0,1
61365,153.5010347577278484,-767,2005-08-23,37,Bosque de pino-encino,CBF,Bosques,232.0000000000000000,232.0000000000000000,2992.6810344827586000,4.9741379310344830,60.6681034482758650,0.15459898394108537000,0.04924882174152890000,0.00000000000000000000,0,0,1
17759,23.6474570101787138,541,2009-03-23,39,Bosque de encino-pino,CBF,Bosques,50.0000000000000000,50.0000000000000000,1396.3729235880399500,26.2250830564784060,34.7541528239202650,0.08471727877297774000,0.01851992982249071500,0.00000000000000000000,0,0,2
72253,18.7209681504761011,-535,2006-04-12,37,Bosque de pino-encino,CBF,Bosques,30.0000000000000000,30.0000000000000000,2068.5666666666666000,10.8000000000000000,7.0000000000000000,0.07286019296205194000,0.01443726286777634800,0.00000000000000000000,0,0,1
77444,19.0877674062260581,1407,2011-08-06,26,Selva mediana subperennifolia,THF,Selvas,145.0000000000000000,145.0000000000000000,696.5310344827586000,46.7655172413793140,62.2000000000000000,0.09114163846214364000,0.02579021325689021700,0.00000000000000000000,0,0,1
30355,20.0883756273746423,-931,2005-03-12,27,Selva baja caducifolia,TDF,Selvas,162.5000000000000000,162.5000000000000000,644.9072018980560500,20.8158579519363225,41.6306444206337080,0.12772618978977926000,0.04089477082496602200,0.00000000000000000000,0,0,2
13841,11.3154092280751130,-825,2005-06-26,38,Bosque de encino,BF,Bosques,12.0000000000000000,12.0000000000000000,1810.5833333333333000,5.7500000000000000,10.6666666666666660,0.10695501656327601000,0.01533552882544908000,0.00000000000000000000,0,0,1
59194,70.7007111027721751,-936,2005-03-07,26,Selva mediana subperennifolia,THF,Selvas,261.0000000000000000,261.0000000000000000,24.6436781609195400,2.1455938697318007,79.2490421455938800,0.07073841779184153000,0.02185064528762900200,0.00000000000000000000,0,0,1
40079,35.5353363040793033,886,2010-03-03,37,Bosque de pino-encino,CBF,Bosques,433.0000000000000000,433.0000000000000000,2287.9515011547346000,11.4295612009237870,35.1639722863741300,0.16865970319617568000,0.03702791434577623000,0.00000000000000000000,0,0,1
62976,47.9328649561424082,-1039,2004-11-24,26,Selva mediana subperennifolia,THF,Selvas,150.0000000000000000,150.0000000000000000,281.6733333333333500,4.5466666666666670,80.0000000000000000,0.07199339430638775000,0.02377994197967597800,0.00000000000000000000,0,0,1
